date,maturity,yield
2025-06-13,0.25,2.539
2025-06-13,0.5,2.514
2025-06-13,0.75,2.465
2025-06-13,1.0,2.453
2025-06-13,1.5,2.569
2025-06-13,2.0,2.617
2025-06-13,2.5,2.693
2025-06-13,3.0,2.712
2025-06-13,4.0,2.725
2025-06-13,5.0,2.788
2025-06-13,7.0,2.881
2025-06-13,10.0,3.045
2025-06-13,15.0,3.008
2025-06-13,20.0,2.958
2025-06-13,30.0,2.905
2025-06-16,0.25,2.533
2025-06-16,0.5,2.506
2025-06-16,0.75,2.451
2025-06-16,1.0,2.458
2025-06-16,1.5,2.595
2025-06-16,2.0,2.626
2025-06-16,2.5,2.713
2025-06-16,3.0,2.726
2025-06-16,4.0,2.742
2025-06-16,5.0,2.813
2025-06-16,7.0,2.891
2025-06-16,10.0,3.069
2025-06-16,15.0,3.032
2025-06-16,20.0,2.99
2025-06-16,30.0,2.943
2025-06-17,0.25,2.528
2025-06-17,0.5,2.505
2025-06-17,0.75,2.456
2025-06-17,1.0,2.459
2025-06-17,1.5,2.577
2025-06-17,2.0,2.597
2025-06-17,2.5,2.657
2025-06-17,3.0,2.685
2025-06-17,4.0,2.698
2025-06-17,5.0,2.795
2025-06-17,7.0,2.889
2025-06-17,10.0,3.064
2025-06-17,15.0,3.025
2025-06-17,20.0,2.985
2025-06-17,30.0,2.927
2025-06-18,0.25,2.525
2025-06-18,0.5,2.502
2025-06-18,0.75,2.455
2025-06-18,1.0,2.45
2025-06-18,1.5,2.597
2025-06-18,2.0,2.616
2025-06-18,2.5,2.682
2025-06-18,3.0,2.709
2025-06-18,4.0,2.732
2025-06-18,5.0,2.82
2025-06-18,7.0,2.903
2025-06-18,10.0,3.072
2025-06-18,15.0,3.031
2025-06-18,20.0,2.99
2025-06-18,30.0,2.919
2025-06-19,0.25,2.523
2025-06-19,0.5,2.505
2025-06-19,0.75,2.461
2025-06-19,1.0,2.458
2025-06-19,1.5,2.607
2025-06-19,2.0,2.626
2025-06-19,2.5,2.688
2025-06-19,3.0,2.716
2025-06-19,4.0,2.741
2025-06-19,5.0,2.822
2025-06-19,7.0,2.901
2025-06-19,10.0,3.074
2025-06-19,15.0,3.032
2025-06-19,20.0,3.0
2025-06-19,30.0,2.934
2025-06-20,0.25,2.525
2025-06-20,0.5,2.501
2025-06-20,0.75,2.458
2025-06-20,1.0,2.453
2025-06-20,1.5,2.589
2025-06-20,2.0,2.601
2025-06-20,2.5,2.658
2025-06-20,3.0,2.696
2025-06-20,4.0,2.727
2025-06-20,5.0,2.812
2025-06-20,7.0,2.879
2025-06-20,10.0,3.051
2025-06-20,15.0,3.019
2025-06-20,20.0,2.995
2025-06-20,30.0,2.935
2025-06-23,0.25,2.529
2025-06-23,0.5,2.51
2025-06-23,0.75,2.471
2025-06-23,1.0,2.471
2025-06-23,1.5,2.61
2025-06-23,2.0,2.641
2025-06-23,2.5,2.692
2025-06-23,3.0,2.732
2025-06-23,4.0,2.757
2025-06-23,5.0,2.839
2025-06-23,7.0,2.89
2025-06-23,10.0,3.061
2025-06-23,15.0,3.035
2025-06-23,20.0,3.023
2025-06-23,30.0,2.956
2025-06-24,0.25,2.517
2025-06-24,0.5,2.504
2025-06-24,0.75,2.461
2025-06-24,1.0,2.466
2025-06-24,1.5,2.587
2025-06-24,2.0,2.605
2025-06-24,2.5,2.652
2025-06-24,3.0,2.696
2025-06-24,4.0,2.718
2025-06-24,5.0,2.788
2025-06-24,7.0,2.845
2025-06-24,10.0,3.014
2025-06-24,15.0,2.996
2025-06-24,20.0,2.988
2025-06-24,30.0,2.93
2025-06-25,0.25,2.512
2025-06-25,0.5,2.502
2025-06-25,0.75,2.462
2025-06-25,1.0,2.469
2025-06-25,1.5,2.591
2025-06-25,2.0,2.606
2025-06-25,2.5,2.655
2025-06-25,3.0,2.699
2025-06-25,4.0,2.718
2025-06-25,5.0,2.793
2025-06-25,7.0,2.849
2025-06-25,10.0,3.014
2025-06-25,15.0,2.995
2025-06-25,20.0,2.983
2025-06-25,30.0,2.923
2025-06-26,0.25,2.509
2025-06-26,0.5,2.501
2025-06-26,0.75,2.47
2025-06-26,1.0,2.469
2025-06-26,1.5,2.58
2025-06-26,2.0,2.591
2025-06-26,2.5,2.635
2025-06-26,3.0,2.679
2025-06-26,4.0,2.686
2025-06-26,5.0,2.756
2025-06-26,7.0,2.815
2025-06-26,10.0,2.97
2025-06-26,15.0,2.95
2025-06-26,20.0,2.938
2025-06-26,30.0,2.874
2025-06-27,0.25,2.516
2025-06-27,0.5,2.507
2025-06-27,0.75,2.47
2025-06-27,1.0,2.478
2025-06-27,1.5,2.585
2025-06-27,2.0,2.585
2025-06-27,2.5,2.635
2025-06-27,3.0,2.681
2025-06-27,4.0,2.682
2025-06-27,5.0,2.762
2025-06-27,7.0,2.827
2025-06-27,10.0,2.981
2025-06-27,15.0,2.983
2025-06-27,20.0,2.976
2025-06-27,30.0,2.922
2025-06-30,0.25,2.516
2025-06-30,0.5,2.511
2025-06-30,0.75,2.473
2025-06-30,1.0,2.469
2025-06-30,1.5,2.569
2025-06-30,2.0,2.582
2025-06-30,2.5,2.628
2025-06-30,3.0,2.681
2025-06-30,4.0,2.683
2025-06-30,5.0,2.764
2025-06-30,7.0,2.847
2025-06-30,10.0,3.003
2025-06-30,15.0,3.005
2025-06-30,20.0,2.998
2025-06-30,30.0,2.942
2025-07-01,0.25,2.517
2025-07-01,0.5,2.512
2025-07-01,0.75,2.464
2025-07-01,1.0,2.459
2025-07-01,1.5,2.547
2025-07-01,2.0,2.575
2025-07-01,2.5,2.622
2025-07-01,3.0,2.674
2025-07-01,4.0,2.669
2025-07-01,5.0,2.749
2025-07-01,7.0,2.831
2025-07-01,10.0,2.981
2025-07-01,15.0,2.967
2025-07-01,20.0,2.946
2025-07-01,30.0,2.887
2025-07-02,0.25,2.514
2025-07-02,0.5,2.511
2025-07-02,0.75,2.461
2025-07-02,1.0,2.453
2025-07-02,1.5,2.558
2025-07-02,2.0,2.598
2025-07-02,2.5,2.659
2025-07-02,3.0,2.705
2025-07-02,4.0,2.714
2025-07-02,5.0,2.797
2025-07-02,7.0,2.875
2025-07-02,10.0,3.031
2025-07-02,15.0,3.014
2025-07-02,20.0,2.988
2025-07-02,30.0,2.916
2025-07-03,0.25,2.513
2025-07-03,0.5,2.498
2025-07-03,0.75,2.456
2025-07-03,1.0,2.443
2025-07-03,1.5,2.528
2025-07-03,2.0,2.575
2025-07-03,2.5,2.625
2025-07-03,3.0,2.657
2025-07-03,4.0,2.677
2025-07-03,5.0,2.76
2025-07-03,7.0,2.85
2025-07-03,10.0,3.007
2025-07-03,15.0,2.992
2025-07-03,20.0,2.969
2025-07-03,30.0,2.904
2025-07-04,0.25,2.525
2025-07-04,0.5,2.506
2025-07-04,0.75,2.467
2025-07-04,1.0,2.45
2025-07-04,1.5,2.538
2025-07-04,2.0,2.586
2025-07-04,2.5,2.65
2025-07-04,3.0,2.683
2025-07-04,4.0,2.71
2025-07-04,5.0,2.793
2025-07-04,7.0,2.875
2025-07-04,10.0,3.03
2025-07-04,15.0,3.015
2025-07-04,20.0,2.992
2025-07-04,30.0,2.924
2025-07-07,0.25,2.515
2025-07-07,0.5,2.497
2025-07-07,0.75,2.463
2025-07-07,1.0,2.443
2025-07-07,1.5,2.533
2025-07-07,2.0,2.586
2025-07-07,2.5,2.651
2025-07-07,3.0,2.688
2025-07-07,4.0,2.716
2025-07-07,5.0,2.798
2025-07-07,7.0,2.882
2025-07-07,10.0,3.033
2025-07-07,15.0,3.026
2025-07-07,20.0,3.008
2025-07-07,30.0,2.942
2025-07-08,0.25,2.514
2025-07-08,0.5,2.498
2025-07-08,0.75,2.461
2025-07-08,1.0,2.438
2025-07-08,1.5,2.518
2025-07-08,2.0,2.583
2025-07-08,2.5,2.636
2025-07-08,3.0,2.678
2025-07-08,4.0,2.71
2025-07-08,5.0,2.794
2025-07-08,7.0,2.887
2025-07-08,10.0,3.044
2025-07-08,15.0,3.031
2025-07-08,20.0,3.008
2025-07-08,30.0,2.939
2025-07-09,0.25,2.511
2025-07-09,0.5,2.498
2025-07-09,0.75,2.462
2025-07-09,1.0,2.434
2025-07-09,1.5,2.501
2025-07-09,2.0,2.57
2025-07-09,2.5,2.619
2025-07-09,3.0,2.666
2025-07-09,4.0,2.7
2025-07-09,5.0,2.785
2025-07-09,7.0,2.887
2025-07-09,10.0,3.039
2025-07-09,15.0,3.025
2025-07-09,20.0,3.002
2025-07-09,30.0,2.931
2025-07-10,0.25,2.513
2025-07-10,0.5,2.5
2025-07-10,0.75,2.462
2025-07-10,1.0,2.43
2025-07-10,1.5,2.473
2025-07-10,2.0,2.538
2025-07-10,2.5,2.575
2025-07-10,3.0,2.613
2025-07-10,4.0,2.653
2025-07-10,5.0,2.74
2025-07-10,7.0,2.844
2025-07-10,10.0,2.998
2025-07-10,15.0,2.992
2025-07-10,20.0,2.973
2025-07-10,30.0,2.911
2025-07-11,0.25,2.519
2025-07-11,0.5,2.508
2025-07-11,0.75,2.471
2025-07-11,1.0,2.443
2025-07-11,1.5,2.48
2025-07-11,2.0,2.536
2025-07-11,2.5,2.58
2025-07-11,3.0,2.628
2025-07-11,4.0,2.658
2025-07-11,5.0,2.747
2025-07-11,7.0,2.853
2025-07-11,10.0,3.017
2025-07-11,15.0,2.996
2025-07-11,20.0,2.971
2025-07-11,30.0,2.904
2025-07-14,0.25,2.521
2025-07-14,0.5,2.509
2025-07-14,0.75,2.481
2025-07-14,1.0,2.463
2025-07-14,1.5,2.501
2025-07-14,2.0,2.553
2025-07-14,2.5,2.605
2025-07-14,3.0,2.655
2025-07-14,4.0,2.688
2025-07-14,5.0,2.792
2025-07-14,7.0,2.906
2025-07-14,10.0,3.071
2025-07-14,15.0,3.053
2025-07-14,20.0,3.022
2025-07-14,30.0,2.949
2025-07-15,0.25,2.516
2025-07-15,0.5,2.508
2025-07-15,0.75,2.482
2025-07-15,1.0,2.465
2025-07-15,1.5,2.493
2025-07-15,2.0,2.545
2025-07-15,2.5,2.587
2025-07-15,3.0,2.636
2025-07-15,4.0,2.674
2025-07-15,5.0,2.785
2025-07-15,7.0,2.896
2025-07-15,10.0,3.063
2025-07-15,15.0,3.045
2025-07-15,20.0,3.011
2025-07-15,30.0,2.934
2025-07-16,0.25,2.514
2025-07-16,0.5,2.507
2025-07-16,0.75,2.485
2025-07-16,1.0,2.466
2025-07-16,1.5,2.496
2025-07-16,2.0,2.547
2025-07-16,2.5,2.582
2025-07-16,3.0,2.628
2025-07-16,4.0,2.667
2025-07-16,5.0,2.777
2025-07-16,7.0,2.887
2025-07-16,10.0,3.054
2025-07-16,15.0,3.042
2025-07-16,20.0,3.013
2025-07-16,30.0,2.942
2025-07-17,0.25,2.513
2025-07-17,0.5,2.506
2025-07-17,0.75,2.489
2025-07-17,1.0,2.472
2025-07-17,1.5,2.509
2025-07-17,2.0,2.573
2025-07-17,2.5,2.609
2025-07-17,3.0,2.657
2025-07-17,4.0,2.692
2025-07-17,5.0,2.808
2025-07-17,7.0,2.926
2025-07-17,10.0,3.089
2025-07-17,15.0,3.083
2025-07-17,20.0,3.045
2025-07-17,30.0,2.974
2025-07-18,0.25,2.505
2025-07-18,0.5,2.505
2025-07-18,0.75,2.493
2025-07-18,1.0,2.479
2025-07-18,1.5,2.503
2025-07-18,2.0,2.56
2025-07-18,2.5,2.596
2025-07-18,3.0,2.647
2025-07-18,4.0,2.673
2025-07-18,5.0,2.784
2025-07-18,7.0,2.898
2025-07-18,10.0,3.053
2025-07-18,15.0,3.05
2025-07-18,20.0,3.028
2025-07-18,30.0,2.954
2025-07-21,0.25,2.509
2025-07-21,0.5,2.508
2025-07-21,0.75,2.5
2025-07-21,1.0,2.481
2025-07-21,1.5,2.495
2025-07-21,2.0,2.543
2025-07-21,2.5,2.572
2025-07-21,3.0,2.629
2025-07-21,4.0,2.66
2025-07-21,5.0,2.764
2025-07-21,7.0,2.873
2025-07-21,10.0,3.033
2025-07-21,15.0,3.033
2025-07-21,20.0,3.016
2025-07-21,30.0,2.942
2025-07-22,0.25,2.506
2025-07-22,0.5,2.511
2025-07-22,0.75,2.5
2025-07-22,1.0,2.472
2025-07-22,1.5,2.498
2025-07-22,2.0,2.547
2025-07-22,2.5,2.57
2025-07-22,3.0,2.634
2025-07-22,4.0,2.649
2025-07-22,5.0,2.759
2025-07-22,7.0,2.853
2025-07-22,10.0,3.015
2025-07-22,15.0,3.012
2025-07-22,20.0,2.991
2025-07-22,30.0,2.927
2025-07-23,0.25,2.498
2025-07-23,0.5,2.514
2025-07-23,0.75,2.501
2025-07-23,1.0,2.473
2025-07-23,1.5,2.496
2025-07-23,2.0,2.546
2025-07-23,2.5,2.558
2025-07-23,3.0,2.624
2025-07-23,4.0,2.642
2025-07-23,5.0,2.748
2025-07-23,7.0,2.849
2025-07-23,10.0,3.007
2025-07-23,15.0,3.013
2025-07-23,20.0,2.991
2025-07-23,30.0,2.927
2025-07-24,0.25,2.501
2025-07-24,0.5,2.515
2025-07-24,0.75,2.505
2025-07-24,1.0,2.484
2025-07-24,1.5,2.509
2025-07-24,2.0,2.554
2025-07-24,2.5,2.568
2025-07-24,3.0,2.642
2025-07-24,4.0,2.657
2025-07-24,5.0,2.763
2025-07-24,7.0,2.868
2025-07-24,10.0,3.032
2025-07-24,15.0,3.033
2025-07-24,20.0,3.009
2025-07-24,30.0,2.944
2025-07-25,0.25,2.503
2025-07-25,0.5,2.517
2025-07-25,0.75,2.51
2025-07-25,1.0,2.492
2025-07-25,1.5,2.512
2025-07-25,2.0,2.559
2025-07-25,2.5,2.583
2025-07-25,3.0,2.654
2025-07-25,4.0,2.664
2025-07-25,5.0,2.771
2025-07-25,7.0,2.872
2025-07-25,10.0,3.036
2025-07-25,15.0,3.033
2025-07-25,20.0,3.005
2025-07-25,30.0,2.939
2025-07-28,0.25,2.499
2025-07-28,0.5,2.512
2025-07-28,0.75,2.505
2025-07-28,1.0,2.475
2025-07-28,1.5,2.496
2025-07-28,2.0,2.537
2025-07-28,2.5,2.563
2025-07-28,3.0,2.632
2025-07-28,4.0,2.636
2025-07-28,5.0,2.746
2025-07-28,7.0,2.849
2025-07-28,10.0,3.006
2025-07-28,15.0,3.01
2025-07-28,20.0,2.991
2025-07-28,30.0,2.925
2025-07-29,0.25,2.5
2025-07-29,0.5,2.511
2025-07-29,0.75,2.502
2025-07-29,1.0,2.459
2025-07-29,1.5,2.485
2025-07-29,2.0,2.53
2025-07-29,2.5,2.559
2025-07-29,3.0,2.63
2025-07-29,4.0,2.636
2025-07-29,5.0,2.743
2025-07-29,7.0,2.844
2025-07-29,10.0,2.997
2025-07-29,15.0,3.009
2025-07-29,20.0,2.994
2025-07-29,30.0,2.925
2025-07-30,0.25,2.501
2025-07-30,0.5,2.512
2025-07-30,0.75,2.505
2025-07-30,1.0,2.456
2025-07-30,1.5,2.494
2025-07-30,2.0,2.537
2025-07-30,2.5,2.568
2025-07-30,3.0,2.634
2025-07-30,4.0,2.65
2025-07-30,5.0,2.737
2025-07-30,7.0,2.835
2025-07-30,10.0,2.981
2025-07-30,15.0,2.994
2025-07-30,20.0,2.98
2025-07-30,30.0,2.907
2025-07-31,0.25,2.501
2025-07-31,0.5,2.519
2025-07-31,0.75,2.516
2025-07-31,1.0,2.458
2025-07-31,1.5,2.497
2025-07-31,2.0,2.542
2025-07-31,2.5,2.576
2025-07-31,3.0,2.636
2025-07-31,4.0,2.652
2025-07-31,5.0,2.734
2025-07-31,7.0,2.834
2025-07-31,10.0,2.978
2025-07-31,15.0,2.988
2025-07-31,20.0,2.976
2025-07-31,30.0,2.902
2025-08-01,0.25,2.499
2025-08-01,0.5,2.522
2025-08-01,0.75,2.521
2025-08-01,1.0,2.458
2025-08-01,1.5,2.511
2025-08-01,2.0,2.562
2025-08-01,2.5,2.592
2025-08-01,3.0,2.654
2025-08-01,4.0,2.673
2025-08-01,5.0,2.768
2025-08-01,7.0,2.873
2025-08-01,10.0,3.023
2025-08-01,15.0,3.033
2025-08-01,20.0,3.016
2025-08-01,30.0,2.944
2025-08-04,0.25,2.495
2025-08-04,0.5,2.519
2025-08-04,0.75,2.517
2025-08-04,1.0,2.448
2025-08-04,1.5,2.479
2025-08-04,2.0,2.517
2025-08-04,2.5,2.535
2025-08-04,3.0,2.601
2025-08-04,4.0,2.614
2025-08-04,5.0,2.707
2025-08-04,7.0,2.815
2025-08-04,10.0,2.963
2025-08-04,15.0,2.978
2025-08-04,20.0,2.966
2025-08-04,30.0,2.9
2025-08-05,0.25,2.494
2025-08-05,0.5,2.516
2025-08-05,0.75,2.515
2025-08-05,1.0,2.444
2025-08-05,1.5,2.479
2025-08-05,2.0,2.524
2025-08-05,2.5,2.534
2025-08-05,3.0,2.606
2025-08-05,4.0,2.613
2025-08-05,5.0,2.701
2025-08-05,7.0,2.804
2025-08-05,10.0,2.953
2025-08-05,15.0,2.965
2025-08-05,20.0,2.953
2025-08-05,30.0,2.887
2025-08-06,0.25,2.495
2025-08-06,0.5,2.514
2025-08-06,0.75,2.515
2025-08-06,1.0,2.445
2025-08-06,1.5,2.479
2025-08-06,2.0,2.53
2025-08-06,2.5,2.536
2025-08-06,3.0,2.606
2025-08-06,4.0,2.615
2025-08-06,5.0,2.709
2025-08-06,7.0,2.811
2025-08-06,10.0,2.968
2025-08-06,15.0,2.983
2025-08-06,20.0,2.971
2025-08-06,30.0,2.907
2025-08-07,0.25,2.504
2025-08-07,0.5,2.521
2025-08-07,0.75,2.513
2025-08-07,1.0,2.441
2025-08-07,1.5,2.47
2025-08-07,2.0,2.515
2025-08-07,2.5,2.516
2025-08-07,3.0,2.581
2025-08-07,4.0,2.59
2025-08-07,5.0,2.684
2025-08-07,7.0,2.79
2025-08-07,10.0,2.95
2025-08-07,15.0,2.963
2025-08-07,20.0,2.949
2025-08-07,30.0,2.887
2025-08-08,0.25,2.501
2025-08-08,0.5,2.518
2025-08-08,0.75,2.509
2025-08-08,1.0,2.436
2025-08-08,1.5,2.483
2025-08-08,2.0,2.524
2025-08-08,2.5,2.523
2025-08-08,3.0,2.585
2025-08-08,4.0,2.6
2025-08-08,5.0,2.691
2025-08-08,7.0,2.8
2025-08-08,10.0,2.963
2025-08-08,15.0,2.969
2025-08-08,20.0,2.953
2025-08-08,30.0,2.887
2025-08-11,0.25,2.5
2025-08-11,0.5,2.518
2025-08-11,0.75,2.508
2025-08-11,1.0,2.435
2025-08-11,1.5,2.494
2025-08-11,2.0,2.531
2025-08-11,2.5,2.534
2025-08-11,3.0,2.6
2025-08-11,4.0,2.611
2025-08-11,5.0,2.706
2025-08-11,7.0,2.812
2025-08-11,10.0,2.976
2025-08-11,15.0,2.98
2025-08-11,20.0,2.96
2025-08-11,30.0,2.887
2025-08-12,0.25,2.491
2025-08-12,0.5,2.515
2025-08-12,0.75,2.505
2025-08-12,1.0,2.433
2025-08-12,1.5,2.505
2025-08-12,2.0,2.536
2025-08-12,2.5,2.541
2025-08-12,3.0,2.611
2025-08-12,4.0,2.627
2025-08-12,5.0,2.719
2025-08-12,7.0,2.827
2025-08-12,10.0,2.991
2025-08-12,15.0,2.994
2025-08-12,20.0,2.984
2025-08-12,30.0,2.912
2025-08-13,0.25,2.49
2025-08-13,0.5,2.515
2025-08-13,0.75,2.505
2025-08-13,1.0,2.435
2025-08-13,1.5,2.502
2025-08-13,2.0,2.523
2025-08-13,2.5,2.523
2025-08-13,3.0,2.593
2025-08-13,4.0,2.609
2025-08-13,5.0,2.705
2025-08-13,7.0,2.823
2025-08-13,10.0,2.991
2025-08-13,15.0,2.998
2025-08-13,20.0,2.99
2025-08-13,30.0,2.927
2025-08-14,0.25,2.488
2025-08-14,0.5,2.515
2025-08-14,0.75,2.504
2025-08-14,1.0,2.431
2025-08-14,1.5,2.506
2025-08-14,2.0,2.515
2025-08-14,2.5,2.507
2025-08-14,3.0,2.575
2025-08-14,4.0,2.596
2025-08-14,5.0,2.687
2025-08-14,7.0,2.806
2025-08-14,10.0,2.973
2025-08-14,15.0,2.983
2025-08-14,20.0,2.982
2025-08-14,30.0,2.91
2025-08-18,0.25,2.485
2025-08-18,0.5,2.51
2025-08-18,0.75,2.495
2025-08-18,1.0,2.429
2025-08-18,1.5,2.524
2025-08-18,2.0,2.54
2025-08-18,2.5,2.538
2025-08-18,3.0,2.605
2025-08-18,4.0,2.634
2025-08-18,5.0,2.73
2025-08-18,7.0,2.853
2025-08-18,10.0,3.026
2025-08-18,15.0,3.03
2025-08-18,20.0,3.025
2025-08-18,30.0,2.945
2025-08-19,0.25,2.485
2025-08-19,0.5,2.509
2025-08-19,0.75,2.496
2025-08-19,1.0,2.428
2025-08-19,1.5,2.526
2025-08-19,2.0,2.546
2025-08-19,2.5,2.555
2025-08-19,3.0,2.624
2025-08-19,4.0,2.646
2025-08-19,5.0,2.75
2025-08-19,7.0,2.873
2025-08-19,10.0,3.048
2025-08-19,15.0,3.049
2025-08-19,20.0,3.035
2025-08-19,30.0,2.957
2025-08-20,0.25,2.483
2025-08-20,0.5,2.507
2025-08-20,0.75,2.491
2025-08-20,1.0,2.421
2025-08-20,1.5,2.517
2025-08-20,2.0,2.537
2025-08-20,2.5,2.553
2025-08-20,3.0,2.619
2025-08-20,4.0,2.639
2025-08-20,5.0,2.745
2025-08-20,7.0,2.865
2025-08-20,10.0,3.038
2025-08-20,15.0,3.042
2025-08-20,20.0,3.025
2025-08-20,30.0,2.945
2025-08-21,0.25,2.482
2025-08-21,0.5,2.508
2025-08-21,0.75,2.493
2025-08-21,1.0,2.422
2025-08-21,1.5,2.514
2025-08-21,2.0,2.536
2025-08-21,2.5,2.553
2025-08-21,3.0,2.619
2025-08-21,4.0,2.635
2025-08-21,5.0,2.741
2025-08-21,7.0,2.861
2025-08-21,10.0,3.034
2025-08-21,15.0,3.038
2025-08-21,20.0,3.015
2025-08-21,30.0,2.94
2025-08-22,0.25,2.48
2025-08-22,0.5,2.505
2025-08-22,0.75,2.493
2025-08-22,1.0,2.422
2025-08-22,1.5,2.514
2025-08-22,2.0,2.541
2025-08-22,2.5,2.568
2025-08-22,3.0,2.637
2025-08-22,4.0,2.655
2025-08-22,5.0,2.767
2025-08-22,7.0,2.88
2025-08-22,10.0,3.052
2025-08-22,15.0,3.054
2025-08-22,20.0,3.032
2025-08-22,30.0,2.955
2025-08-25,0.25,2.479
2025-08-25,0.5,2.505
2025-08-25,0.75,2.49
2025-08-25,1.0,2.416
2025-08-25,1.5,2.494
2025-08-25,2.0,2.526
2025-08-25,2.5,2.552
