date,maturity,yield
2025-08-25,3.0,2.618
2025-08-25,4.0,2.635
2025-08-25,5.0,2.741
2025-08-25,7.0,2.865
2025-08-25,10.0,3.043
2025-08-25,15.0,3.052
2025-08-25,20.0,3.031
2025-08-25,30.0,2.961
2025-08-26,0.25,2.476
2025-08-26,0.5,2.504
2025-08-26,0.75,2.493
2025-08-26,1.0,2.414
2025-08-26,1.5,2.483
2025-08-26,2.0,2.513
2025-08-26,2.5,2.536
2025-08-26,3.0,2.601
2025-08-26,4.0,2.625
2025-08-26,5.0,2.733
2025-08-26,7.0,2.865
2025-08-26,10.0,3.046
2025-08-26,15.0,3.062
2025-08-26,20.0,3.047
2025-08-26,30.0,2.978
2025-08-27,0.25,2.474
2025-08-27,0.5,2.505
2025-08-27,0.75,2.495
2025-08-27,1.0,2.426
2025-08-27,1.5,2.479
2025-08-27,2.0,2.505
2025-08-27,2.5,2.521
2025-08-27,3.0,2.582
2025-08-27,4.0,2.599
2025-08-27,5.0,2.707
2025-08-27,7.0,2.836
2025-08-27,10.0,3.012
2025-08-27,15.0,3.036
2025-08-27,20.0,3.024
2025-08-27,30.0,2.952
2025-08-28,0.25,2.472
2025-08-28,0.5,2.505
2025-08-28,0.75,2.496
2025-08-28,1.0,2.426
2025-08-28,1.5,2.481
2025-08-28,2.0,2.514
2025-08-28,2.5,2.539
2025-08-28,3.0,2.597
2025-08-28,4.0,2.609
2025-08-28,5.0,2.717
2025-08-28,7.0,2.837
2025-08-28,10.0,3.004
2025-08-28,15.0,3.034
2025-08-28,20.0,3.032
2025-08-28,30.0,2.962
2025-08-29,0.25,2.472
2025-08-29,0.5,2.504
2025-08-29,0.75,2.496
2025-08-29,1.0,2.433
2025-08-29,1.5,2.479
2025-08-29,2.0,2.523
2025-08-29,2.5,2.55
2025-08-29,3.0,2.609
2025-08-29,4.0,2.614
2025-08-29,5.0,2.723
2025-08-29,7.0,2.84
2025-08-29,10.0,3.002
2025-08-29,15.0,3.03
2025-08-29,20.0,3.019
2025-08-29,30.0,2.949
2025-09-01,0.25,2.473
2025-09-01,0.5,2.51
2025-09-01,0.75,2.502
2025-09-01,1.0,2.437
2025-09-01,1.5,2.479
2025-09-01,2.0,2.528
2025-09-01,2.5,2.554
2025-09-01,3.0,2.613
2025-09-01,4.0,2.621
2025-09-01,5.0,2.738
2025-09-01,7.0,2.86
2025-09-01,10.0,3.036
2025-09-01,15.0,3.059
2025-09-01,20.0,3.046
2025-09-01,30.0,2.972
2025-09-02,0.25,2.475
2025-09-02,0.5,2.51
2025-09-02,0.75,2.505
2025-09-02,1.0,2.437
2025-09-02,1.5,2.482
2025-09-02,2.0,2.535
2025-09-02,2.5,2.567
2025-09-02,3.0,2.629
2025-09-02,4.0,2.639
2025-09-02,5.0,2.759
2025-09-02,7.0,2.883
2025-09-02,10.0,3.061
2025-09-02,15.0,3.082
2025-09-02,20.0,3.066
2025-09-02,30.0,2.987
2025-09-03,0.25,2.475
2025-09-03,0.5,2.51
2025-09-03,0.75,2.51
2025-09-03,1.0,2.445
2025-09-03,1.5,2.5
2025-09-03,2.0,2.556
2025-09-03,2.5,2.592
2025-09-03,3.0,2.651
2025-09-03,4.0,2.664
2025-09-03,5.0,2.801
2025-09-03,7.0,2.914
2025-09-03,10.0,3.1
2025-09-03,15.0,3.112
2025-09-03,20.0,3.097
2025-09-03,30.0,3.014
2025-09-04,0.25,2.479
2025-09-04,0.5,2.513
2025-09-04,0.75,2.52
2025-09-04,1.0,2.456
2025-09-04,1.5,2.501
2025-09-04,2.0,2.56
2025-09-04,2.5,2.592
2025-09-04,3.0,2.652
2025-09-04,4.0,2.659
2025-09-04,5.0,2.786
2025-09-04,7.0,2.893
2025-09-04,10.0,3.069
2025-09-04,15.0,3.083
2025-09-04,20.0,3.069
2025-09-04,30.0,2.987
2025-09-05,0.25,2.486
2025-09-05,0.5,2.521
2025-09-05,0.75,2.528
2025-09-05,1.0,2.46
2025-09-05,1.5,2.503
2025-09-05,2.0,2.564
2025-09-05,2.5,2.589
2025-09-05,3.0,2.647
2025-09-05,4.0,2.65
2025-09-05,5.0,2.776
2025-09-05,7.0,2.882
2025-09-05,10.0,3.056
2025-09-05,15.0,3.072
2025-09-05,20.0,3.058
2025-09-05,30.0,2.981
2025-09-08,0.25,2.49
2025-09-08,0.5,2.526
2025-09-08,0.75,2.532
2025-09-08,1.0,2.462
2025-09-08,1.5,2.507
2025-09-08,2.0,2.566
2025-09-08,2.5,2.584
2025-09-08,3.0,2.634
2025-09-08,4.0,2.638
2025-09-08,5.0,2.763
2025-09-08,7.0,2.868
2025-09-08,10.0,3.046
2025-09-08,15.0,3.062
2025-09-08,20.0,3.048
2025-09-08,30.0,2.973
2025-09-09,0.25,2.492
2025-09-09,0.5,2.527
2025-09-09,0.75,2.535
2025-09-09,1.0,2.466
2025-09-09,1.5,2.504
2025-09-09,2.0,2.556
2025-09-09,2.5,2.564
2025-09-09,3.0,2.608
2025-09-09,4.0,2.62
2025-09-09,5.0,2.737
2025-09-09,7.0,2.845
2025-09-09,10.0,3.016
2025-09-09,15.0,3.035
2025-09-09,20.0,3.023
2025-09-09,30.0,2.946
2025-09-10,0.25,2.494
2025-09-10,0.5,2.533
2025-09-10,0.75,2.534
2025-09-10,1.0,2.466
2025-09-10,1.5,2.502
2025-09-10,2.0,2.556
2025-09-10,2.5,2.571
2025-09-10,3.0,2.61
2025-09-10,4.0,2.623
2025-09-10,5.0,2.736
2025-09-10,7.0,2.85
2025-09-10,10.0,3.019
2025-09-10,15.0,3.029
2025-09-10,20.0,3.022
2025-09-10,30.0,2.943
2025-09-11,0.25,2.497
2025-09-11,0.5,2.535
2025-09-11,0.75,2.536
2025-09-11,1.0,2.468
2025-09-11,1.5,2.495
2025-09-11,2.0,2.546
2025-09-11,2.5,2.565
2025-09-11,3.0,2.603
2025-09-11,4.0,2.613
2025-09-11,5.0,2.729
2025-09-11,7.0,2.833
2025-09-11,10.0,3.001
2025-09-11,15.0,3.013
2025-09-11,20.0,3.011
2025-09-11,30.0,2.929
2025-09-12,0.25,2.501
2025-09-12,0.5,2.537
2025-09-12,0.75,2.539
2025-09-12,1.0,2.471
2025-09-12,1.5,2.506
2025-09-12,2.0,2.559
2025-09-12,2.5,2.581
2025-09-12,3.0,2.619
2025-09-12,4.0,2.626
2025-09-12,5.0,2.742
2025-09-12,7.0,2.833
2025-09-12,10.0,3.004
2025-09-12,15.0,3.017
2025-09-12,20.0,3.012
2025-09-12,30.0,2.924
2025-09-15,0.25,2.5
2025-09-15,0.5,2.537
2025-09-15,0.75,2.539
2025-09-15,1.0,2.471
2025-09-15,1.5,2.524
2025-09-15,2.0,2.567
2025-09-15,2.5,2.588
2025-09-15,3.0,2.631
2025-09-15,4.0,2.638
2025-09-15,5.0,2.759
2025-09-15,7.0,2.839
2025-09-15,10.0,3.009
2025-09-15,15.0,3.02
2025-09-15,20.0,3.018
2025-09-15,30.0,2.922
2025-09-16,0.25,2.504
2025-09-16,0.5,2.536
2025-09-16,0.75,2.541
2025-09-16,1.0,2.473
2025-09-16,1.5,2.517
2025-09-16,2.0,2.54
2025-09-16,2.5,2.559
2025-09-16,3.0,2.605
2025-09-16,4.0,2.617
2025-09-16,5.0,2.737
2025-09-16,7.0,2.815
2025-09-16,10.0,2.986
2025-09-16,15.0,3.002
2025-09-16,20.0,3.002
2025-09-16,30.0,2.894
2025-09-17,0.25,2.501
2025-09-17,0.5,2.534
2025-09-17,0.75,2.542
2025-09-17,1.0,2.476
2025-09-17,1.5,2.524
2025-09-17,2.0,2.543
2025-09-17,2.5,2.558
2025-09-17,3.0,2.604
2025-09-17,4.0,2.617
2025-09-17,5.0,2.736
2025-09-17,7.0,2.796
2025-09-17,10.0,2.964
2025-09-17,15.0,2.984
2025-09-17,20.0,2.986
2025-09-17,30.0,2.887
2025-09-18,0.25,2.504
2025-09-18,0.5,2.535
2025-09-18,0.75,2.546
2025-09-18,1.0,2.478
2025-09-18,1.5,2.519
2025-09-18,2.0,2.538
2025-09-18,2.5,2.548
2025-09-18,3.0,2.594
2025-09-18,4.0,2.607
2025-09-18,5.0,2.729
2025-09-18,7.0,2.78
2025-09-18,10.0,2.94
2025-09-18,15.0,2.961
2025-09-18,20.0,2.962
2025-09-18,30.0,2.851
2025-09-19,0.25,2.515
2025-09-19,0.5,2.55
2025-09-19,0.75,2.555
2025-09-19,1.0,2.491
2025-09-19,1.5,2.538
2025-09-19,2.0,2.562
2025-09-19,2.5,2.578
2025-09-19,3.0,2.627
2025-09-19,4.0,2.641
2025-09-19,5.0,2.763
2025-09-19,7.0,2.834
2025-09-19,10.0,3.001
2025-09-19,15.0,3.009
2025-09-19,20.0,2.998
2025-09-19,30.0,2.888
2025-09-22,0.25,2.515
2025-09-22,0.5,2.553
2025-09-22,0.75,2.559
2025-09-22,1.0,2.5
2025-09-22,1.5,2.557
2025-09-22,2.0,2.58
2025-09-22,2.5,2.598
2025-09-22,3.0,2.647
2025-09-22,4.0,2.659
2025-09-22,5.0,2.783
2025-09-22,7.0,2.85
2025-09-22,10.0,3.019
2025-09-22,15.0,3.024
2025-09-22,20.0,3.01
2025-09-22,30.0,2.901
2025-09-23,0.25,2.516
2025-09-23,0.5,2.554
2025-09-23,0.75,2.56
2025-09-23,1.0,2.505
2025-09-23,1.5,2.558
2025-09-23,2.0,2.587
2025-09-23,2.5,2.602
2025-09-23,3.0,2.649
2025-09-23,4.0,2.659
2025-09-23,5.0,2.779
2025-09-23,7.0,2.844
2025-09-23,10.0,2.997
2025-09-23,15.0,3.018
2025-09-23,20.0,2.999
2025-09-23,30.0,2.896
2025-09-24,0.25,2.52
2025-09-24,0.5,2.559
2025-09-24,0.75,2.564
2025-09-24,1.0,2.513
2025-09-24,1.5,2.573
2025-09-24,2.0,2.606
2025-09-24,2.5,2.626
2025-09-24,3.0,2.67
2025-09-24,4.0,2.685
2025-09-24,5.0,2.812
2025-09-24,7.0,2.873
2025-09-24,10.0,3.031
2025-09-24,15.0,3.039
2025-09-24,20.0,3.022
2025-09-24,30.0,2.926
2025-09-25,0.25,2.527
2025-09-25,0.5,2.564
2025-09-25,0.75,2.573
2025-09-25,1.0,2.529
2025-09-25,1.5,2.602
2025-09-25,2.0,2.641
2025-09-25,2.5,2.669
2025-09-25,3.0,2.716
2025-09-25,4.0,2.732
2025-09-25,5.0,2.859
2025-09-25,7.0,2.916
2025-09-25,10.0,3.066
2025-09-25,15.0,3.068
2025-09-25,20.0,3.042
2025-09-25,30.0,2.961
2025-09-26,0.25,2.528
2025-09-26,0.5,2.566
2025-09-26,0.75,2.579
2025-09-26,1.0,2.54
2025-09-26,1.5,2.623
2025-09-26,2.0,2.662
2025-09-26,2.5,2.698
2025-09-26,3.0,2.747
2025-09-26,4.0,2.766
2025-09-26,5.0,2.893
2025-09-26,7.0,2.955
2025-09-26,10.0,3.115
2025-09-26,15.0,3.111
2025-09-26,20.0,3.077
2025-09-26,30.0,3.009
2025-09-29,0.25,2.526
2025-09-29,0.5,2.565
2025-09-29,0.75,2.578
2025-09-29,1.0,2.542
2025-09-29,1.5,2.626
2025-09-29,2.0,2.672
2025-09-29,2.5,2.703
2025-09-29,3.0,2.754
2025-09-29,4.0,2.772
2025-09-29,5.0,2.901
2025-09-29,7.0,2.965
2025-09-29,10.0,3.116
2025-09-29,15.0,3.11
2025-09-29,20.0,3.094
2025-09-29,30.0,3.013
2025-09-30,0.25,2.526
2025-09-30,0.5,2.572
2025-09-30,0.75,2.583
2025-09-30,1.0,2.544
2025-09-30,1.5,2.624
2025-09-30,2.0,2.677
2025-09-30,2.5,2.719
2025-09-30,3.0,2.772
2025-09-30,4.0,2.792
2025-09-30,5.0,2.914
2025-09-30,7.0,2.97
2025-09-30,10.0,3.118
2025-09-30,15.0,3.116
2025-09-30,20.0,3.1
2025-09-30,30.0,3.021
2025-10-01,0.25,2.521
2025-10-01,0.5,2.568
2025-10-01,0.75,2.582
2025-10-01,1.0,2.549
2025-10-01,1.5,2.626
2025-10-01,2.0,2.678
2025-10-01,2.5,2.734
2025-10-01,3.0,2.789
2025-10-01,4.0,2.813
2025-10-01,5.0,2.934
2025-10-01,7.0,2.993
2025-10-01,10.0,3.145
2025-10-01,15.0,3.133
2025-10-01,20.0,3.12
2025-10-01,30.0,3.034
2025-10-02,0.25,2.516
2025-10-02,0.5,2.563
2025-10-02,0.75,2.578
2025-10-02,1.0,2.544
2025-10-02,1.5,2.611
2025-10-02,2.0,2.662
2025-10-02,2.5,2.706
2025-10-02,3.0,2.766
2025-10-02,4.0,2.792
2025-10-02,5.0,2.904
2025-10-02,7.0,2.982
2025-10-02,10.0,3.136
2025-10-02,15.0,3.121
2025-10-02,20.0,3.106
2025-10-02,30.0,3.016
2025-10-10,0.25,2.513
2025-10-10,0.5,2.561
2025-10-10,0.75,2.575
2025-10-10,1.0,2.54
2025-10-10,1.5,2.604
2025-10-10,2.0,2.66
2025-10-10,2.5,2.709
2025-10-10,3.0,2.774
2025-10-10,4.0,2.792
2025-10-10,5.0,2.902
2025-10-10,7.0,2.977
2025-10-10,10.0,3.134
2025-10-10,15.0,3.121
2025-10-10,20.0,3.109
2025-10-10,30.0,3.011
2025-10-13,0.25,2.508
2025-10-13,0.5,2.556
2025-10-13,0.75,2.569
2025-10-13,1.0,2.53
2025-10-13,1.5,2.583
2025-10-13,2.0,2.639
2025-10-13,2.5,2.678
2025-10-13,3.0,2.741
2025-10-13,4.0,2.752
2025-10-13,5.0,2.854
2025-10-13,7.0,2.934
2025-10-13,10.0,3.084
2025-10-13,15.0,3.075
2025-10-13,20.0,3.066
2025-10-13,30.0,2.966
2025-10-14,0.25,2.505
2025-10-14,0.5,2.551
2025-10-14,0.75,2.562
2025-10-14,1.0,2.521
2025-10-14,1.5,2.569
2025-10-14,2.0,2.626
2025-10-14,2.5,2.659
2025-10-14,3.0,2.72
2025-10-14,4.0,2.73
2025-10-14,5.0,2.821
2025-10-14,7.0,2.892
2025-10-14,10.0,3.039
2025-10-14,15.0,3.038
2025-10-14,20.0,3.033
2025-10-14,30.0,2.94
2025-10-15,0.25,2.508
2025-10-15,0.5,2.552
2025-10-15,0.75,2.563
2025-10-15,1.0,2.522
2025-10-15,1.5,2.555
2025-10-15,2.0,2.615
2025-10-15,2.5,2.643
2025-10-15,3.0,2.708
2025-10-15,4.0,2.718
2025-10-15,5.0,2.813
2025-10-15,7.0,2.89
2025-10-15,10.0,3.036
2025-10-15,15.0,3.031
2025-10-15,20.0,3.024
2025-10-15,30.0,2.941
2025-10-16,0.25,2.518
2025-10-16,0.5,2.557
2025-10-16,0.75,2.57
2025-10-16,1.0,2.532
2025-10-16,1.5,2.581
2025-10-16,2.0,2.65
2025-10-16,2.5,2.692
2025-10-16,3.0,2.764
2025-10-16,4.0,2.772
2025-10-16,5.0,2.868
2025-10-16,7.0,2.944
2025-10-16,10.0,3.097
2025-10-16,15.0,3.087
2025-10-16,20.0,3.078
2025-10-16,30.0,2.998
2025-10-17,0.25,2.525
2025-10-17,0.5,2.561
2025-10-17,0.75,2.574
2025-10-17,1.0,2.521
2025-10-17,1.5,2.547
2025-10-17,2.0,2.62
2025-10-17,2.5,2.651
2025-10-17,3.0,2.723
2025-10-17,4.0,2.732
2025-10-17,5.0,2.831
2025-10-17,7.0,2.908
2025-10-17,10.0,3.049
2025-10-17,15.0,3.047
2025-10-17,20.0,3.045
2025-10-17,30.0,2.96
2025-10-20,0.25,2.53
2025-10-20,0.5,2.566
2025-10-20,0.75,2.583
2025-10-20,1.0,2.533
2025-10-20,1.5,2.56
2025-10-20,2.0,2.64
2025-10-20,2.5,2.679
2025-10-20,3.0,2.753
2025-10-20,4.0,2.757
2025-10-20,5.0,2.868
2025-10-20,7.0,2.929
2025-10-20,10.0,3.068
2025-10-20,15.0,3.065
2025-10-20,20.0,3.059
2025-10-20,30.0,2.979
2025-10-21,0.25,2.538
2025-10-21,0.5,2.574
2025-10-21,0.75,2.591
2025-10-21,1.0,2.548
2025-10-21,1.5,2.594
2025-10-21,2.0,2.671
2025-10-21,2.5,2.709
2025-10-21,3.0,2.78
2025-10-21,4.0,2.78
2025-10-21,5.0,2.887
2025-10-21,7.0,2.947
2025-10-21,10.0,3.08
2025-10-21,15.0,3.083
2025-10-21,20.0,3.074
2025-10-21,30.0,2.985
2025-10-22,0.25,2.539
2025-10-22,0.5,2.575
2025-10-22,0.75,2.589
2025-10-22,1.0,2.544
2025-10-22,1.5,2.574
2025-10-22,2.0,2.634
2025-10-22,2.5,2.668
2025-10-22,3.0,2.73
2025-10-22,4.0,2.732
2025-10-22,5.0,2.841
2025-10-22,7.0,2.903
2025-10-22,10.0,3.037
2025-10-22,15.0,3.042
2025-10-22,20.0,3.037
2025-10-22,30.0,2.953
2025-10-23,0.25,2.548
2025-10-23,0.5,2.579
2025-10-23,0.75,2.596
2025-10-23,1.0,2.554
2025-10-23,1.5,2.61
2025-10-23,2.0,2.67
2025-10-23,2.5,2.713
2025-10-23,3.0,2.775
2025-10-23,4.0,2.778
2025-10-23,5.0,2.891
2025-10-23,7.0,2.954
2025-10-23,10.0,3.089
2025-10-23,15.0,3.094
2025-10-23,20.0,3.089
2025-10-23,30.0,3.0
2025-10-24,0.25,2.551
2025-10-24,0.5,2.585
2025-10-24,0.75,2.604
2025-10-24,1.0,2.56
2025-10-24,1.5,2.599
2025-10-24,2.0,2.658
2025-10-24,2.5,2.693
2025-10-24,3.0,2.754
2025-10-24,4.0,2.759
2025-10-24,5.0,2.88
2025-10-24,7.0,2.947
2025-10-24,10.0,3.088
2025-10-24,15.0,3.095
2025-10-24,20.0,3.094
2025-10-24,30.0,3.003
2025-10-27,0.25,2.558
2025-10-27,0.5,2.592
2025-10-27,0.75,2.616
2025-10-27,1.0,2.574
2025-10-27,1.5,2.632
2025-10-27,2.0,2.698
2025-10-27,2.5,2.731
2025-10-27,3.0,2.795
2025-10-27,4.0,2.803
2025-10-27,5.0,2.928
2025-10-27,7.0,2.992
2025-10-27,10.0,3.138
2025-10-27,15.0,3.145
2025-10-27,20.0,3.147
2025-10-27,30.0,3.048
2025-10-28,0.25,2.562
2025-10-28,0.5,2.594
2025-10-28,0.75,2.62
2025-10-28,1.0,2.583
2025-10-28,1.5,2.643
2025-10-28,2.0,2.713
2025-10-28,2.5,2.752
2025-10-28,3.0,2.81
2025-10-28,4.0,2.81
2025-10-28,5.0,2.926
2025-10-28,7.0,2.974
2025-10-28,10.0,3.115
2025-10-28,15.0,3.127
2025-10-28,20.0,3.132
2025-10-28,30.0,3.033
2025-10-29,0.25,2.572
2025-10-29,0.5,2.618
2025-10-29,0.75,2.648
2025-10-29,1.0,2.619
2025-10-29,1.5,2.67
2025-10-29,2.0,2.752
2025-10-29,2.5,2.793
2025-10-29,3.0,2.852
2025-10-29,4.0,2.854
2025-10-29,5.0,2.964
2025-10-29,7.0,3.013
2025-10-29,10.0,3.159
2025-10-29,15.0,3.167
2025-10-29,20.0,3.17
2025-10-29,30.0,3.075
2025-10-30,0.25,2.601
2025-10-30,0.5,2.648
2025-10-30,0.75,2.681
2025-10-30,1.0,2.672
2025-10-30,1.5,2.723
2025-10-30,2.0,2.807
2025-10-30,2.5,2.848
2025-10-30,3.0,2.914
2025-10-30,4.0,2.928
2025-10-30,5.0,3.031
2025-10-30,7.0,3.106
2025-10-30,10.0,3.233
2025-10-30,15.0,3.242
2025-10-30,20.0,3.244
2025-10-30,30.0,3.15
2025-10-31,0.25,2.606
2025-10-31,0.5,2.653
2025-10-31,0.75,2.688
2025-10-31,1.0,2.675
2025-10-31,1.5,2.719
2025-10-31,2.0,2.79
2025-10-31,2.5,2.824
2025-10-31,3.0,2.891
2025-10-31,4.0,2.906
2025-10-31,5.0,3.026
2025-10-31,7.0,3.105
2025-10-31,10.0,3.236
2025-10-31,15.0,3.264
2025-10-31,20.0,3.277
2025-10-31,30.0,3.183
2025-11-03,0.25,2.613
2025-11-03,0.5,2.665
2025-11-03,0.75,2.703
2025-11-03,1.0,2.7
2025-11-03,1.5,2.75
2025-11-03,2.0,2.827
2025-11-03,2.5,2.856
2025-11-03,3.0,2.924
2025-11-03,4.0,2.939
2025-11-03,5.0,3.066
2025-11-03,7.0,3.139
2025-11-03,10.0,3.274
2025-11-03,15.0,3.294
2025-11-03,20.0,3.297
2025-11-03,30.0,3.208
2025-11-04,0.25,2.618
2025-11-04,0.5,2.666
2025-11-04,0.75,2.705
2025-11-04,1.0,2.701
2025-11-04,1.5,2.749
2025-11-04,2.0,2.824
2025-11-04,2.5,2.848
2025-11-04,3.0,2.912
2025-11-04,4.0,2.922
2025-11-04,5.0,3.051
2025-11-04,7.0,3.123
2025-11-04,10.0,3.261
2025-11-04,15.0,3.293
2025-11-04,20.0,3.308
2025-11-04,30.0,3.223
2025-11-05,0.25,2.622
2025-11-05,0.5,2.678
2025-11-05,0.75,2.719
2025-11-05,1.0,2.721
2025-11-05,1.5,2.771
2025-11-05,2.0,2.86
2025-11-05,2.5,2.886
2025-11-05,3.0,2.949
2025-11-05,4.0,2.962
2025-11-05,5.0,3.092
2025-11-05,7.0,3.166
2025-11-05,10.0,3.309
2025-11-05,15.0,3.331
2025-11-05,20.0,3.334
2025-11-05,30.0,3.248
2025-11-06,0.25,2.646
2025-11-06,0.5,2.705
2025-11-06,0.75,2.749
2025-11-06,1.0,2.767
2025-11-06,1.5,2.82
2025-11-06,2.0,2.916
2025-11-06,2.5,2.958
2025-11-06,3.0,3.03
2025-11-06,4.0,3.049
2025-11-06,5.0,3.179
2025-11-06,7.0,3.248
2025-11-06,10.0,3.395
2025-11-06,15.0,3.407
2025-11-06,20.0,3.405
2025-11-06,30.0,3.322
2025-11-07,0.25,2.667
2025-11-07,0.5,2.731
2025-11-07,0.75,2.769
2025-11-07,1.0,2.786
2025-11-07,1.5,2.865
2025-11-07,2.0,2.965
2025-11-07,2.5,3.014
2025-11-07,3.0,3.087
2025-11-07,4.0,3.098
2025-11-07,5.0,3.225
2025-11-07,7.0,3.277
2025-11-07,10.0,3.404
2025-11-07,15.0,3.418
2025-11-07,20.0,3.42
2025-11-07,30.0,3.332
2025-11-10,0.25,2.675
2025-11-10,0.5,2.743
2025-11-10,0.75,2.784
2025-11-10,1.0,2.785
2025-11-10,1.5,2.855
2025-11-10,2.0,2.957
2025-11-10,2.5,2.984
2025-11-10,3.0,3.059
2025-11-10,4.0,3.089
2025-11-10,5.0,3.223
2025-11-10,7.0,3.278
2025-11-10,10.0,3.413
2025-11-10,15.0,3.424
2025-11-10,20.0,3.425
